projectNumber,name,office,projectStatus,duties,lastUpdated,description,architect,externalContact,projectPartner,projectLeader
1720555,Leman Street Due Diligence,Property Services,Ongoing,Abridged Duties,31 Jul 2013,Survey and Report,,,Chris Myers,Sheldon Mann
1720556,Eastbourne Arndale PPM Survey,Property Services,Ongoing,Abridged Duties,31 Jul 2013,Survey and report,,,Chris Myers,Sheldon Mann
1720557,140 Old Street Due Diligence,Property Services,Ongoing,Abridged Duties,31 Jul 2013,Due Diligence Report,,,Chris Myers,Sheldon Mann
1720558,Houses of Parliament Lighting Survey,Property Services,Ongoing,Abridged Duties,05 Aug 2013,Feasibility Study,,,Chris Myers,Sheldon Mann
1720559,Weston House Condition Survey,Property Services,Ongoing,Abridged Duties,05 Aug 2013,Survey And Report,,,Chris Myers,Sheldon Mann
1720560,Akzo Nobel IT Works,Property Services,Ongoing,Abridged Duties,05 Aug 2013,Technical Assistance and Scopes of Works,None,Dominique Fort,Chris Myers,Sheldon Mann
1720561,Akzo Nobel Restack,Property Services,Ongoing,Abridged Duties,05 Aug 2013,Changing internal areas use,,,Chris Myers,Sheldon Mann
1720562,250/255 Wharefedale Road,Property Services,Ongoing,Abridged Duties,06 Aug 2013,,,,Chris Myers,Sheldon Mann
1720563,Accenture Margaret Street,Property Services,Ongoing,Abridged Duties,12 Aug 2013,2 Floor Office Refurb,None,,Mark Ryder,Sheldon Mann
1720564,Canmoor Bilton Way Industrial Estate EPCs,Property Services,Ongoing,Abridged Duties,20 Aug 2013,,None,Mike Andrews,Chris Myers,Sheldon Mann
1720565,Shearman and Sterling UPS Assistance,Property Services,Ongoing,Abridged Duties,27 Aug 2013,Electrical Advisory Works,None,Kirsty Scott,Mark Ryder,Sheldon Mann
1720567,Oasis Worcester School,Property Services,Ongoing,Abridged Duties,30 Aug 2013,,None,Guy Young,Chris Myers,Sheldon Mann
1720568,Oasis Bristol School Survey,Property Services,Ongoing,Abridged Duties,30 Aug 2013,,None,Guy Young,Chris Myers,Sheldon Mann
1720569,W12 Foodstore,Property Services,Ongoing,Abridged Duties,30 Aug 2013,I/O - HL Leeds No project number for Leeds,None,,Chris Myers,Sheldon Mann
1720570,Shearing & Sterling Forecast Update,Property Services,Ongoing,Abridged Duties,17 Sep 2013,Time Charge - Capped at £2K,None,Kirsty Scott,Chris Myers,Sheldon Mann
1720571,GE 9 Alie Street,Property Services,Ongoing,Abridged Duties,17 Sep 2013,Dilapidation Report,None,Paul England,Chris Myers,Sheldon Mann
1720572,MOJ Clive House and Petty France,Property Services,Ongoing,Abridged Duties,01 Oct 2013,,None,,Chris Myers,Sheldon Mann
1720573,130 Wharfedale Road,Property Services,Ongoing,Abridged Duties,01 Oct 2013,,None,,Chris Myers,Sheldon Mann
1720574,Lewisham College Phase 2,Property Services,Ongoing,Abridged Duties,01 Oct 2013,,None,,Chris Myers,Sheldon Mann
1720575,HETCo Shell & Core Efficiencies,Property Services,Ongoing,Abridged Duties,03 Oct 2013,I/O Hoare Lea - London,,,Chris Myers,Sheldon Mann
1720576,10 Lancelot Place,Property Services,Ongoing,Abridged Duties,03 Oct 2013,,None,,Chris Myers,Sheldon Mann
1720577,Imperial Wharf Life Safety Study,Property Services,Ongoing,Abridged Duties,03 Oct 2013,,None,John Dennis,Chris Myers,Sheldon Mann
1720578,Imperial Wharf Landlord Metering,Property Services,Ongoing,Abridged Duties,03 Oct 2013,,None,John Dennis,Chris Myers,Sheldon Mann
1720579,Mortimer Market,Property Services,Ongoing,Abridged Duties,03 Oct 2013,UCLH PO NO: UCLH235437,None,,Chris Myers,Sheldon Mann
1720580,NEO Bankside Kitchen,Property Services,Ongoing,Abridged Duties,15 Oct 2013,"T/C - Est. £2,000.00",None,Philip Brown,Richard Brown,Sheldon Mann
1720581,Shell Centre - Office Surveys,Property Services,Ongoing,Abridged Duties,16 Oct 2013,I/O - HL London 02/09110 Project Braeburn,,,Chris Myers,Sheldon Mann
1720582,Shell Centre - Tower Plant Refurbishment,Property Services,Ongoing,Abridged Duties,16 Oct 2013,I/O - HL London 02/09110 Project Braeburn,,,Chris Myers,Sheldon Mann
1720583,Dorset House Feasibility,Property Services,Ongoing,Abridged Duties,17 Oct 2013,Property Services,None,,Chris Myers,Sheldon Mann
1720584,River Court - Validation Assessment of Existing Mechanical Ventilation,Property Services,Ongoing,Abridged Duties,17 Oct 2013,Property Services,None,,Chris Myers,Sheldon Mann
1720585,Rabobank AHU Project,Property Services,Ongoing,Abridged Duties,22 Oct 2013,Design Works,None,Paul Beeson,Chris Myers,Sheldon Mann
1720586,Methodist House Option 1 & 2 Works,Property Services,Ongoing,Abridged Duties,22 Oct 2013,Survey & Cost Report/Schedule,,Michael McMillan,Chris Myers,Sheldon Mann
1720587,UWE DEC's 2013,Property Services,Ongoing,Abridged Duties,22 Oct 2013,Property Services,None,Melissa Clarke,Chris Myers,Sheldon Mann
1720588,Amex Brighton Day 4 Works,Property Services,Ongoing,Abridged Duties,01 Nov 2013,Property Services,None,Krishan Halai,Chris Myers,Sheldon Mann
1720589,Jersey Police HQ SBEM,Property Services,Ongoing,Abridged Duties,15 Nov 2013,HL Plymouth,,,Chris Myers,Sheldon Mann
1902918,Hanbury Road,Fire,Ongoing,Other,03 Jun 2013,"Hanbury Road, Droitwich. Fire Engineering consultancy.",None,Martin Mence,Steve Buckley,Gary Daniels
1902925,Castlebar School,Fire,Ongoing,Other,24 Jul 2013,"Castlebar School, London. Fire Engineering consutancy. This is an inter-office project with Acoustics. Contact - Barry Jobling. Project Number - 1004994. Project Name - Ealing Special Schools - Castlebar School.",,,Miller Hannah,Steven Morgan
1902927,"Saw Close Casino, Bath",Fire,Ongoing,Other,10 Jun 2013,"Saw Close Casino, Bath. Fire Engineering consultancy.",None,Ross Chester,Steve Buckley,Ian F Hall
1902929,Trafford Housing Trust,Fire,Ongoing,Other,12 Jun 2013,"Trafford Housing Trust, Sale Point, 126 - 150 Washway Road, Sale, M33 6AG. Fire Engineering consultancy.",None,Sean Dooley,Steve Buckley,Ian F Hall
1902930,Pirbright VP3,Fire,Ongoing,Other,19 Jun 2013,"Pirbright VP3, Woking. Fire Engineering consultancy.",None,,Miller Hannah,Steven Morgan
1902932,Stockley House,Fire,Ongoing,Other,25 Jul 2013,"Stockley House, London. Fire Engineering consultancy. New Build. This is an inter-office project with Bournemouth. Contact - Bratislav Antic. Project Number - 0709644. Project Name - Stockley House.",,,Miller Hannah,Steven Morgan
1902935,923 Charlotte Road - London,Fire,Ongoing,Abridged Duties,02 Jul 2013,923 Charlotte Road - London. Fire Engineering consultancy.,None,Janine Mensing,Steve Buckley,Alec Storey
1902937,Beech Street Tunnel,Fire,Ongoing,Abridged Duties,02 Jul 2013,"Beech Street Tunnel, London. Fire Engineering consultancy. Tunnel, road.",None,Alex Lake,Miller Hannah,Steven Morgan
1902938,Ampthill Estate FRA,Fire,Ongoing,Other,18 Jul 2013,"Ampthill Estate FRA, London. Fire Engineering consultancy.",,James Hallworth,Miller Hannah,Steven Morgan
1902940,Accenture - Plantation Place`,Fire,Ongoing,Abridged Duties,05 Aug 2013,HL - Fire PO No: 4501151941,None,Mark Turvey,Miller Hannah,Steven Morgan
1902941,St Lukes Centre (Higgins),Fire,Ongoing,Other,15 Jul 2013,"St Lukes Centre (Higgins), London. Fire Engineering consultancy.",None,Ben Whitehead,Steve Buckley,Gary Daniels
1902946,Eagle House Open-Plan Modelling,Fire,Ongoing,Other,23 Jul 2013,"Eagle House Open-Plan Modelling, London. Fire Engineering consultancy.",None,Jason Emile,Miller Hannah,Steven Morgan
1902947,Bournemouth International Hotel,Fire,Ongoing,Other,23 Jul 2013,"Bournemouth International Hotel, Bournemouth. Fire Engineering consultancy.",None,Martin Stevens,Miller Hannah,Steven Morgan
1902948,"Wergs, Wolverhampton",Fire,Ongoing,Other,19 Jul 2013,"Wergs, Wolverhampton. Fire Engineering consultancy.",None,Robert Perrins,Steve Buckley,Gary Daniels
1902949,Simon Building Phase 2,Fire,Ongoing,Other,19 Jul 2013,Simon Building Phase 2. Fire Engineering consultancy.,None,Mike Fotherby,Steve Buckley,Gary Daniels
1902952,Royal Mill Ancoats,Fire,Ongoing,Other,19 Jul 2013,"Royal Mill Ancoats, Manchester. Fire Engineering consultancy.",None,Oliver Stuart,Steve Buckley,Gary Daniels
1902953,"Stone Cross Mansion, Ulverston",Fire,Ongoing,Other,19 Jul 2013,"Stone Cross Mansion, Ulverston, Cumbria. Fire Engineering consultancy.",None,Chithra Marsh,Steve Buckley,Ian F Hall
1902954,Hospice of the Good Shepherd,Fire,Ongoing,Other,22 Jul 2013,"Hospice of the Good Shepherd, Backford. Fire Engineering consultancy. Residential Care Home. Purchase order number - 12, dated 16/07/2013. Project: 1132 - HOGS - Day Therapy Centre.",None,Neil Maddocks,Steve Buckley,Ian F Hall
1902955,Loampit Vale Core F 1 and 2 FRA,Fire,Ongoing,Abridged Duties,22 Jul 2013,"Loampit Vale Core F 1 and 2 FRA, London. Fire Engineering consultancy. Fire risk assessment, existing building.",None,Philip Nye,Miller Hannah,Steven Morgan
1902956,Prince Edward and Fox Hill Schools,Fire,Ongoing,Other,23 Jul 2013,"Prince Edward and Fox Hill Schools, Sheffield. Fire Engineering consultancy.",None,Jane Lock-Smith,Steve Buckley,Ian F Hall
1902957,26 Cranley Mews,Fire,Ongoing,Other,23 Jul 2013,"26 Cranley Mews, London. Fire Engineering consultancy. Dwellinghouse.",None,Sid Smith,Miller Hannah,Steven Morgan
1902958,Boleyn House,Fire,Ongoing,Other,23 Jul 2013,"Boleyn House, Rochford, Essex. Fire Engineering consultancy. Developer, New build.",None,Steve Merrigan,Miller Hannah,Steven Morgan
1902959,"Infill Block 5, Kings College Hospital",Fire,Ongoing,Other,24 Jul 2013,"Infill Block 5, Kings College Hospital, London. Fire Engineering consultancy. 24/07/2013 - SJJ - Purchase order number WKE 12547 for £15,000.00.",None,Daniel Sears,Miller Hannah,Steven Morgan
1902960,Phase 2 Embassy Gardens,Fire,Ongoing,Other,25 Jul 2013,"Phase 2 Embassy Gardens, London. Fire Engineering consultancy. New Build. Report Only.",None,,Miller Hannah,Steven Morgan
1902961,Newington Triangle,Fire,Ongoing,Other,08 Aug 2013,"New Triangle, London. Fire Engineering consultancy. New Build. Mixed Use Development.",None,Sam Coley,Miller Hannah,Steven Morgan
1902963,Building B Oldham College,Fire,Ongoing,Abridged Duties,14 Aug 2013,Building B Oldham College. Fire Engineering consultancy.,None,Peter Millachip,Steve Buckley,Alec Storey
1902964,Block K Greenwich Reachy,Fire,Ongoing,Abridged Duties,30 Jul 2013,SB requested new project number set up for these works,None,,Steve Buckley,Alec Storey
1902966,Montacute School - Poole,Fire,Ongoing,Abridged Duties,21 Aug 2013,Montacute School - Poole. Fire Engineering consultancy. This is an inter-office project with Bournemouth. Project Number - 0709640. Project Name - Montacute School.,,,Miller Hannah,Steven Morgan
1902968,CB1 Cambridge,Fire,Ongoing,Abridged Duties,15 Aug 2013,"CB1 Cambridge, London. Fire Engineering consultancy. Purchase order number - POR026000, dated 05/08/2013.",None,David Sawyer,Steve Buckley,Gary Daniels
1902969,No 6 St James's Square (Receptions),Fire,Ongoing,Abridged Duties,15 Aug 2013,"No 6 St James's Square (Receptions), London. Fire Engineering consultancy. Refurbishment. 29/07/2013 - SJJ - Purchase order number 3101096068, dated 29/07/2013.",None,,Miller Hannah,Steven Morgan
1902971,Harris Academy Greenwich,Fire,Briefing (RIBA stage B),Other,16 Aug 2013,"Harris Academy Greenwich, London. Fire Engineering consultancy. This is an inter-office project with Cambridge. Contact - Andrew Warrack. Project Number - 2601055. Project Name - Harris Academy, Greenwich.",,,Miller Hannah,Steven Morgan
1902973,Eastbourne College,Fire,Briefing (RIBA stage B),Other,20 Aug 2013,Eastbourne College. Fire Engineering consultancy. This is an inter-office project with Cardiff. Contact - Peter Wells. Project Number - 0991267. Project Name - Eastbourne College 150.,Miller Bourne Architects (Hove),,Miller Hannah,Steven Morgan
1902974,Riverside Studios,Fire,Ongoing,Other,02 Sep 2013,"Riverside Studios, London. Fire Engineering consultancy. Mixed Used Development - Theatre, Apartments & Restaurant.",None,Nicola Leatherby,Miller Hannah,Steven Morgan
1902976,81 Dean Street,Fire,Ongoing,Other,06 Sep 2013,"81 Dean Street, London. Fire Engineering consultancy.",None,,Miller Hannah,Steven Morgan
1902977,12 Great Newport Street,Fire,Ongoing,Other,06 Sep 2013,"12 Great Newport Street, London. Fire Engineering consultancy.",None,,Miller Hannah,Steven Morgan
1902978,"Bankside, Block E (Fit Out and FRA)",Fire,Ongoing,Other,17 Oct 2013,"Bankside, Block E (Fit Out and FRA), London. Fire Engineering consultancy. 11/10/2013 - SJJ - Advised that the Client address should be Native Land Ltd, not NEO PAV E INVESTMENTS LLP.",None,Peter Chapman,Miller Hannah,Steven Morgan
1902979,"Holme Grown, Grouville",Fire,Ongoing,Other,09 Sep 2013,"Holme Grown, Grouville, Jersey. Fire Engineering Consultancy.",None,,Miller Hannah,Steven Morgan
1902980,Roman Road Primary School,Fire,Ongoing,Other,20 Sep 2013,"Roman Road Primary School, London. Fire Engineering consultancy.",None,James Stevens,Miller Hannah,Steven Morgan
1902981,2 Millharbour,Fire,Ongoing,Other,23 Sep 2013,"2 Millharbour, London. Fire Engineering consultancy. New Build. This is an inter-office project with Bournemouth. Contact - Eduardo Urinovsky.",None,,Miller Hannah,Steven Morgan
1902982,Worcestershire Royal Hospital - Compartment Survey,Fire,Ongoing,Other,20 Sep 2013,Worcestershire Royal Hospital - Compartment Survey. Fire Engineering consultancy.,None,Steve Lloyd,Miller Hannah,Steven Morgan
1902983,Imperial College Mech Eng Building Review,Fire,Ongoing,Other,11 Sep 2013,"Imperial College Mech Eng Building Review, London. Fire Engineering consultancy. This is an inter-office project with London. Contact - Chris Myers.",None,,Miller Hannah,Steven Morgan
1902984,Manhattan Loft Garden - Open-Plan,Fire,Ongoing,Other,11 Sep 2013,"Manhattan Loft Garden - Open-Plan, London. Fire Engineering consultancy.",None,,Miller Hannah,Steven Morgan
1902985,Limehouse Building - Preston,Fire,Ongoing,Other,06 Sep 2013,Limehouse Building - Preston. Fire Engineering consultancy.,None,,Steve Buckley,Ian F Hall
1902987,"William Ellis, Camden",Fire,Appraisal (RIBA stage A),Other,24 Sep 2013,"William Ellis, Camden. Fire Engineering consultancy. Fee To Be Confirmed. This is an inter-office project with Bournemouth. Contact - Mark Wilkinson. Project Number - 0709664. Project Name - Camden Schools.",,,Miller Hannah,Steven Morgan
1902988,"Parliament Hill School, Camden",Fire,Appraisal (RIBA stage A),Other,24 Sep 2013,"Parliament Hill School, Camden. Fire Engineering consultancy. Fee To Be Confirmed. This is an inter-office project with Bournemouh. Contact - Mark Wilkinson. Project Number - 0709664. Project Name - Camden Schools.",,,Miller Hannah,Steven Morgan
1902989,Ghana Hospitals,Fire,Ongoing,Other,13 Sep 2013,"Ghana Hospitals, Africa. Fire Engineering consultancy.",None,,Steve Buckley,Ian F Hall
1902990,Little Heath School,Fire,Ongoing,Other,24 Sep 2013,"Little Heath School, Hainault Road, Romford, Essex, RM6 5RX. Fire Engineering consultancy. Purchase order number - 25762036 for £4,000.00, plus VAT.",None,Gary Edwards,Miller Hannah,Steven Morgan
1902991,Jaguar Design Centre - Gaydon,Fire,Ongoing,Other,13 Sep 2013,"Jaguar Design Centre - Gaydon, Warwickshire. Fire Engineering consultancy. This is an inter-office project with Birmingham. Contact - Mike Tso.",None,,Steve Buckley,Alec Storey
1902992,"London Road, Barking - Reception",Fire,Appraisal (RIBA stage A),Other,26 Sep 2013,"London Road, Barking - Reception, London. Fire Engineering consultancy. Refurbishment. This is an inter-office project with London. Contact - Matthew Warner. Project Number - 0209100. Project Name - London Road Barking Reception.",,,Miller Hannah,Steven Morgan
1902993,"1, 2 and 6 Merchant Square",Fire,Appraisal (RIBA stage A),Other,17 Oct 2013,"1, 2 and 6 Merchant Square, London. Fire Engineering consultancy. Refurbishment. This is an inter-office project with Bournemouth. Contact - Ian Billington. Project Number - 0709657. Project Name - 1, 2 & 6 Merchant Square.",,,Miller Hannah,Steven Morgan
1902994,Parcel Force Depot - Royal College Street,Fire,Ongoing,Other,26 Sep 2013,"Parcel Force Depot - Royal College Street, London. Fire Engineering consultancy. This is an inter-office project with Bristol. Contact - David Matthews. Project Number - 0511545. Project Name - Royal College Street.",None,,Miller Hannah,Steven Morgan
1902995,North Becton and St Stephens Schools,Fire,Ongoing,Other,23 Sep 2013,North Becton and St Stephens Schools. Fire Engineering consultancy.,None,John Rookyard,Steve Buckley,Ian F Hall
1902996,"39 - 40 Lowndes Square, Knightsbridge",Fire,Outline Proposals (RIBA stage C),Other,15 Oct 2013,"39 - 40 Lowndes Square, Knightsbridge. Fire Engineering consultancy. This is an inter-office project with Leeds. Contact - Ian Cowley. Project Number - 1440965. Project Name - 39 - 40 Lowndes Square London.",,,Miller Hannah,Steven Morgan
1902997,Beeston Town Centre Development,Fire,Ongoing,Other,24 Sep 2013,"Beeston Town Centre Development, Nottinghamshire. Fire Engineering consultancy.",None,John Cullen,Steve Buckley,Ian F Hall
1902998,McCarthy & Stone - Poundbury,Fire,Ongoing,Other,26 Sep 2013,McCarthy & Stone - Poundbury. Fire Engineering consultancy. New Build.,None,Stephen Watson,Steve Buckley,Alec Storey
1903000,Capitol Way - Colindale (Construction),Fire,Ongoing,Other,11 Oct 2013,"Capitol Way, Colindale (Construction). Fire Engineering consultancy. New build.",None,,Miller Hannah,Steven Morgan
1903001,St Cross College Western Quad,Fire,Ongoing,Other,11 Oct 2013,"St Cross College Western Quad, Oxford. Fire Engineering consultancy.",None,Richard Todd,Miller Hannah,Steven Morgan
1903002,"First Choice Homes, Oldham",Fire,Ongoing,Other,11 Oct 2013,"First Choice Homes, Oldham. Fire Engineering consultancy.",None,Andrew Holmes,Steve Buckley,Gary Daniels
1903003,"15 Silverwell Street, Bolton",Fire,Ongoing,Other,11 Oct 2013,"15 Silverwell Street, Bolton. Fire Engineering consultancy.",None,Keith Myhill,Steve Buckley,Alec Storey
1903004,Bishops Avenue - Additional Work,Fire,Ongoing,Other,10 Oct 2013,Bishops Avenue - Additional Work. Fire Engineering consultancy. Refurbishment.,None,Antonio Martins,Miller Hannah,Steven Morgan
1903005,"Suttons Wharf, Block A3",Fire,Ongoing,Other,10 Oct 2013,"Suttons Wharf, Block A3, London. Fire Engineering consultancy.",None,Keith Moran,Miller Hannah,Steven Morgan
1903006,King's Chapel,Fire,Briefing (RIBA stage B),Other,17 Oct 2013,"King's Chapel, London. Fire Engineering consultancy. Fit Out, Refurbishment. This is an inter-office project with Oxford. Contact - Richard Gubbins. Project Number - 1520372. Project Name - Kings Chapel.",,,Miller Hannah,Steven Morgan
1903007,Sloane School,Fire,Briefing (RIBA stage B),Other,17 Oct 2013,"Sloane School, London. Fire Engineering consultancy. Fit Out, Refurbishment. This is an inter-office project with Oxford. Contact - Richard Gubbins. Project Number - 1520375. Project Name - Sloane School.",None,,Miller Hannah,Steven Morgan
1903008,"University of Birmingham, New Library",Fire,Ongoing,Other,10 Oct 2013,"University of Birmingham, New Library. Fire Engineering consultancy.",None,Martin Oubridge-Lyons,Steve Buckley,Ian F Hall
1903009,Hutchings Wharf,Fire,Ongoing,Other,29 Oct 2013,"Hutchings Wharf, London. Fire Engineering consultancy. Time Charge.",None,Keith Moran,Miller Hannah,Steven Morgan
1903010,"Greenwich Square, Block E2",Fire,Ongoing,Other,11 Oct 2013,"Greenwich Square, Block E2, London. Fire Engineering consultancy.",None,Aaron Harbord,Steve Buckley,Gary Daniels
1903011,Ashlar Court,Fire,Ongoing,Other,21 Oct 2013,"Ashlar Court, London. Fire Engineering consultancy. Purchase order number - POR026552, 08/10/2013.",None,Brett Cave,Steve Buckley,Gary Daniels
1903012,Z Arts Risk Assessment,Fire,Ongoing,Other,21 Oct 2013,"Z Arts Risk Assessment, London. Fire Engineering consultancy.",None,Gary Padden,Steve Buckley,Gary Daniels
1903014,Stansted Year 1 LPL,Fire,Ongoing,Other,10 Oct 2013,"Stansted Year 1 LPL, London. Fire Engineering consultancy. Purchase order number - E1629/114361.",None,Darren Shepherd,Steve Buckley,Gary Daniels
1903015,"Hungate Phase 2, York",Fire,Ongoing,Other,09 Oct 2013,"Hungate Phase 2, York. Fire Engineering consultancy. Order number - 502692.",None,Stephen Woodward,Steve Buckley,Gary Daniels
1903017,Kings Hill Phase 3A,Fire,Ongoing,Abridged Duties,14 Oct 2013,DO NOT USE THIS NUMBER,None,Derek Lloyd,Dominic Meyrick,Lee Gunner
1903018,Building 1319 RAF Lakenheath,Fire,Ongoing,Other,25 Oct 2013,"Building 1319 RAF Lakenheath, Lakenheath, Suffolk. Fire Engineering consultancy. Military Establishment.",None,Kevin Elvin,Miller Hannah,Steven Morgan
1903019,7/7A Grafton Street,Fire,Ongoing,Other,30 Oct 2013,"7/7A Grafton Street, London. Fire Engineering consultancy.",None,Peter Tomkins,Miller Hannah,Steven Morgan
1903021,West Midlands Police,Fire,Ongoing,Other,18 Oct 2013,West Midlands Police. Fire Engineering consultancy.,None,Simon Alexander,Steve Buckley,Ian F Hall
1903022,"Springhallow SEN School, Ealing Schools Project",Fire,Ongoing,Other,28 Oct 2013,"Springhallow SEN School, Ealing Schools Project, London. Fire Engineering consultancy. This is an inter-office project with Acoustics. Contact - Barry Jobling. Project Number - 1005121. Project Name - Ealing Special Schools - Springhallow School.",,,Miller Hannah,Steven Morgan
1903026,Kronospan Biomass Plant,Fire,Ongoing,Other,23 Oct 2013,"Kronospan Biomass Plant, Wrexham. Fire Engineering consultancy.",None,Eoin Ryan,Steve Buckley,Ian F Hall
1903028,North Wharf Gardens Phase 1,Fire,Appraisal (RIBA stage A),Other,25 Oct 2013,"North Wharf Gardens Phase 1, London. Fire Engineering consultancy. This is an inter-office project with London. Contact - Matthew Warner. Project Number - 0209112. Project Name - North Wharf Gardens Phase 1.",Powell Dobson (London),,Miller Hannah,Steven Morgan
1903029,Riverside Studios,Fire,Ongoing,Other,11 Nov 2013,"Riverside Studios, London. Fire Engineering consultancy.",None,Mike Valmas,Miller Hannah,Steven Morgan
1903030,Oldham Leisure,Fire,Ongoing,Other,29 Oct 2013,Oldham Leisure. Fire Engineering consultancy.,None,Mark Howl,Steve Buckley,Gary Daniels
1903031,"2-3 Hill Place, Edinburgh",Fire,Ongoing,Other,28 Oct 2013,"2-3 Hill Place, Edinburgh. Fire Engineering consultancy.",None,Alison Rooney,Steve Buckley,Gary Daniels
1903035,GWQ Building 2,Fire,Ongoing,Other,11 Nov 2013,"GWQ Building 2, London. Fire Engineering consultancy.",None,Craig Ireland,Miller Hannah,Steven Morgan
1903039,The Stage,Fire,Ongoing,Other,11 Nov 2013,"The Stage, London. Fire Engineering consultancy.",None,Chris Richards,Miller Hannah,Steven Morgan
1903041,Stansted Airport Year 2,Fire,Ongoing,Abridged Duties,14 Nov 2013,Fire,,,Miller Hannah,Steven Morgan
1903042,"22 Charles Street, Chester",Fire,Ongoing,Other,12 Nov 2013,"22 Charles Street, Chester. Fire Engineering consultancy.",None,Kingdom Thenga,Steve Buckley,Ian F Hall
1903044,North East Priority Schools 2 - Hetton,Fire,Ongoing,Other,12 Nov 2013,North East Priority Schools 2 - Hetton. Fire Engineering consultancy.,None,Stephen Brooks,Steve Buckley,Ian F Hall
1903046,NEC Conference Centre,Fire,Ongoing,Abridged Duties,14 Nov 2013,Fire,,,Steve Buckley,Gary Daniels
1903047,Durham Tee Valley Airport,Fire,Ongoing,Abridged Duties,14 Nov 2013,Fire,,,Steve Buckley,Gary Daniels
2105262,Newfoundland Radio & TV Interference Assessment,Communications,Ongoing,Abridged Duties,05 Jun 2013,Communications,,,Mark Cunniffe,Kwesi Eshun
2105263,Kings Cross - Plot B1 Data Centre Review,Communications,Ongoing,Abridged Duties,05 Jun 2013,Communications,,,Mark Cunniffe,Kwesi Eshun
2105266,Imperial West - Airwave Study & Survey,Communications,Ongoing,Abridged Duties,23 Jul 2013,Communications,,,Colm Dougan,Kwesi Eshun
2105267,Shell Centre - Radio & TV,Communications,Ongoing,Abridged Duties,06 Aug 2013,Communications,,,Mark Ryder,Kwesi Eshun
2105268,The Westin Hotel - Paris - WiFi,Communications,Ongoing,Abridged Duties,07 Aug 2013,Communications Billing MACIBAD via HL Europe Ltd.,,,Mark Cunniffe,Kwesi Eshun
2105269,Lewisham College - Phase 2 - Communications,Communications,Appraisal (RIBA stage A),Abridged Duties,13 Aug 2013,Communications,,,Mark Cunniffe,Kwesi Eshun
2105270,National Gymnastics Arena (NGA) - Baku - PAVA Systems - Comms,Communications,Ongoing,Abridged Duties,13 Aug 2013,Communications,,,Mark Cunniffe,Kwesi Eshun
2105271,Wood Wharf - Telecoms Interference Assessment,Communications,Ongoing,Abridged Duties,23 Aug 2013,Communications,,,Mark Cunniffe,Kwesi Eshun
2105272,Park Place - Radio & TV Interference Assessment,Communications,Ongoing,Abridged Duties,04 Sep 2013,Communications,,,Mark Cunniffe,Kwesi Eshun
2105273,67 Tufton Street - Communications,Communications,Ongoing,Abridged Duties,11 Sep 2013,Acoustics,,,Mark Cunniffe,Kwesi Eshun
2105274,Stoneleigh Park ICT & AV,Communications,Appraisal (RIBA stage A),Abridged Duties,24 Oct 2013,Communications,Consarc Architects (London),,Mark Cunniffe,Kwesi Eshun
2105275,Northern Retail Quarters - Radio&TV Survey and Desktop Study,Communications,Ongoing,Abridged Duties,24 Oct 2013,Communication,,,Mark Cunniffe,Kwesi Eshun
2105276,Imperial West - Block D - Communications,Communications,Ongoing,Abridged Duties,13 Nov 2013,Communiations,,,Mark Cunniffe,Kwesi Eshun
2213041,Oxford Westgate,Vertical Transportation,Ongoing,Other,13 Jun 2013,"Oxford Westgate, London. Vertical Transportation consultancy. This is an inter-office project with Bristol. Contact - Scott Murray. Project Number - 0511185. Project Name - Oxford Westgate.",None,,Simon Russett,Steven Truss
2213045,Doha Metro Green Line,Vertical Transportation,Ongoing,Other,17 Jun 2013,Doha Metro Green Line. Vertical Transportation consultancy.,None,,Simon Russett,Simon Russett
2213046,The Art O'tel,Vertical Transportation,Ongoing,Other,12 Jul 2013,"The Art O'tel, London. Vertical Transportation consultancy. Mixed use building. This is an inter-office project with Bournemouth. Contact - Bratislav Antic. Project Number - 0709643. Project Name - The Art O'tel.",,,Simon Russett,Clive Dunmore
2213047,"BIshopsgate Goodsyard, London",Vertical Transportation,Outline Proposals (RIBA stage C),Other,13 Aug 2013,"Bishopsgate Goodsyard, London. Vertical Transportation consultancy. This is an inter-office project with London. Contact - Tim Rathbone. Project Number - 0209078. Project Name - Bishopsgate Goods Yard.",PLP Architecture (London),,Simon Russett,Simon Russett
2213050,Stockley House,Vertical Transportation,Ongoing,Other,05 Jul 2013,"Stockley House, London. Vertical Transportation consultancy. Stage C & meetings. Exisiting office building to be converted to residential. This is an inter-office project with Bournemouth. Contact - Bratislav Antic. Project Number - 0709644. Project Name - Stockley House.",,,Simon Russett,Clive Dunmore
2213052,Maple House Occupancy Review & Lift Scope,Vertical Transportation,Outline Proposals (RIBA stage C),Abridged Duties,22 Jul 2013,Maple House Occupancy Review & LIft Scope. Vertical Transportation consultancy. This is an inter-office project with London. Contact - Linda Sheehan. Project Number - 0209080. Project Name - Maple House - 37-45 City Road.,Buckley Gray Yeoman (London),,Simon Russett,Steven Truss
2213053,The Royal Liverpool & Broadgreen University Hospitals - Liverpool,Vertical Transportation,Ongoing,Other,18 Jul 2013,The Royal Liverpool & Broadgreen University Hospitals - Liverpool. Vertical Transportation consultancy.,None,,Simon Russett,Simon Russett
